,possibly_sensitive,id,author_id,source,created_at,text,edit_history_tweet_ids,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,withheld.copyright,withheld.country_codes
2822,False,1586313429148905472,1357012037721870337,Twitter for Android,2022-10-29T11:06:08.000Z,türk öğün çalış overthink eyle,['1586313429148905472'],tr,0,0,0,0,,
2823,False,1586313402515095553,1219320318486925312,Twitter for iPhone,2022-10-29T11:06:02.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586313402515095553'],in,5323,0,0,0,,
2824,False,1586313336370515969,1586313314266660872,Twitter for Android,2022-10-29T11:05:46.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586313336370515969'],und,0,0,0,0,,
2825,False,1586313323632467968,1269143357692968960,Twitter for Android,2022-10-29T11:05:43.000Z,RT @ElevenElevenQts: I overthink because I overlove and overcare.,['1586313323632467968'],en,31,0,0,0,,
2826,False,1586313322307399680,951186531129073664,Twitter for Android,2022-10-29T11:05:42.000Z,RT @Noorthevirgo: She’s a 10 but all she does is sleep and overthink,['1586313322307399680'],en,14509,0,0,0,,
2827,False,1586313301100998656,973708543,Twitter for iPhone,2022-10-29T11:05:37.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586313301100998656'],in,5323,0,0,0,,
2828,False,1586313252786827267,721850036,Twitter for Android,2022-10-29T11:05:26.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586313252786827267'],in,5323,0,0,0,,
2829,False,1586313226123239424,1255900278689128453,Twitter for iPhone,2022-10-29T11:05:20.000Z,"MAG LABAS KA NA PLS NG TICKET PRICES, NAGO OVERTHINK NA AKO RITO @livenationph",['1586313226123239424'],tl,0,0,0,0,,
2830,False,1586313168778715136,1356068804200022020,Twitter Web App,2022-10-29T11:05:06.000Z,i overthink and think about so many things so much that's why i seem borderline all the time,['1586313168778715136'],en,0,0,1,0,,
2831,False,1586313113506238465,1586313090727137281,Twitter for Android,2022-10-29T11:04:53.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586313113506238465'],und,0,0,0,0,,
2832,False,1586313092350332928,1407241544495738880,Twitter for iPhone,2022-10-29T11:04:48.000Z,RT @madsengland: #aitsf spoilers if you overthink it https://t.co/Z2I0ftdLDh,['1586313092350332928'],en,210,0,0,0,,
2833,False,1586313065028542464,1586313048171634690,Twitter for Android,2022-10-29T11:04:41.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586313065028542464'],und,0,0,0,0,,
2834,False,1586313041372942336,1075262395361054720,Twitter for iPhone,2022-10-29T11:04:35.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586313041372942336'],in,5323,0,0,0,,
2835,False,1586312988247658497,1586312962775597056,Twitter for Android,2022-10-29T11:04:23.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586312988247658497'],und,0,0,0,0,,
2836,False,1586312944052105217,995572190132060160,Twitter for Android,2022-10-29T11:04:12.000Z,RT @sadtruthwords: me??? always??? overthink??? about??? my future??? hahaha yes,['1586312944052105217'],en,121,0,0,0,,
2837,False,1586312943817609216,789646096435810304,Twitter for iPhone,2022-10-29T11:04:12.000Z,overthink because i have the right to do so,['1586312943817609216'],en,0,0,0,0,,
2838,False,1586312938629091329,1148566509956022274,Twitter for iPhone,2022-10-29T11:04:11.000Z,RT @shadyawes: toxic iliskiden sonra benim overthink seviyesi https://t.co/dYNyyor0fY,['1586312938629091329'],tr,13,0,0,0,,
2839,False,1586312822396706816,2352817501,Twitter for Android,2022-10-29T11:03:43.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312822396706816'],in,5323,0,0,0,,
2840,False,1586312748061036545,1103270914483924992,Twitter for Android,2022-10-29T11:03:26.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312748061036545'],in,5323,0,0,0,,
2841,False,1586312716075298816,901751967138975746,Twitter for iPhone,2022-10-29T11:03:18.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312716075298816'],in,5323,0,0,0,,
2842,False,1586312693752819712,4556244142,Twitter for Android,2022-10-29T11:03:13.000Z,"RT @The_Life_Pad: Live to fight another day.
Don't let your problems overtake you... 

We all get worried and overthink everything but firs…",['1586312693752819712'],en,1,0,0,0,,
2843,False,1586312608675950594,1137747772768079872,Twitter for iPhone,2022-10-29T11:02:52.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312608675950594'],in,5323,0,0,0,,
2844,False,1586312584478613506,1554073997435842560,Twitter for Android,2022-10-29T11:02:47.000Z,Overthink malala,['1586312584478613506'],tl,0,0,0,0,,
2845,False,1586312565700939776,1586312547703177216,Twitter for Android,2022-10-29T11:02:42.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586312565700939776'],und,0,0,0,0,,
2846,False,1586312492174934016,1351517853254500358,Twitter for Android,2022-10-29T11:02:25.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312492174934016'],in,5323,0,0,0,,
2847,False,1586312474848116736,1586312451053830144,Twitter for Android,2022-10-29T11:02:20.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586312474848116736'],und,0,0,0,0,,
2848,False,1586312427536195584,1177159799819001857,Twitter for iPhone,2022-10-29T11:02:09.000Z,"RT @bckupacc99: who hurt you everyday ?

my overthink attitude. my own expectation &amp; my high hopes on someone",['1586312427536195584'],en,1892,0,0,0,,
2849,False,1586312413133037571,1231249808465235970,Twitter for iPhone,2022-10-29T11:02:06.000Z,@fwu4r overthink,['1586312413133037571'],en,0,0,0,0,,
2850,False,1586312318170058752,1701540776,Twitter for iPhone,2022-10-29T11:01:43.000Z,"RT @hss4in: sometimes i wish i wasnt too smart for my own good, i hate how i notice little details that make me overthink, how i cant ever…",['1586312318170058752'],en,12,0,0,0,,
2851,False,1586312306836635649,1586312275266248704,Twitter for Android,2022-10-29T11:01:40.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586312306836635649'],und,0,0,0,0,,
2852,False,1586312300797267970,1251009843978100738,Twitter for Android,2022-10-29T11:01:39.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312300797267970'],in,5323,0,0,0,,
2853,False,1586312274163412992,1420568727309848578,Twitter for iPhone,2022-10-29T11:01:33.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312274163412992'],in,5323,0,0,0,,
2854,False,1586312159314980866,4622517150,Twitter for iPhone,2022-10-29T11:01:05.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312159314980866'],in,5323,0,0,0,,
2855,False,1586312142361604097,4320620236,Twitter for Android,2022-10-29T11:01:01.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312142361604097'],in,5323,0,0,0,,
2856,False,1586312092596195329,1350510301389623298,Twitter for Android,2022-10-29T11:00:49.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586312092596195329'],in,5323,0,0,0,,
2857,False,1586311941990993920,1355446265690152962,Twitter for Android,2022-10-29T11:00:13.000Z,RT @sadtruthwords: me??? always??? overthink??? about??? my future??? hahaha yes,['1586311941990993920'],en,121,0,0,0,,
2858,False,1586311888375119873,1330645231532978176,Zlappo.com,2022-10-29T11:00:01.000Z,"RT @GetFIREd_Up: The main reason you overthink things is because you're worried what other people will think.

The sooner you realise no on…",['1586311888375119873'],en,16,0,0,0,,
2859,False,1586311882574508032,1548243729013624832,Twitter for iPhone,2022-10-29T10:59:59.000Z,RT @ayaansthetics: me??? always??? overthink??? about??? my future??? hahaha yes,['1586311882574508032'],en,1,0,0,0,,
2860,False,1586311763053928448,1138601784589504512,Twitter for Android,2022-10-29T10:59:31.000Z,"ngentot anjing 

never overthink. The things you think about do not think about you as much.",['1586311763053928448'],en,0,1,1,0,,
2861,False,1586311533101043713,1586311498191642625,Twitter for Android,2022-10-29T10:58:36.000Z,"Cairo overthink nest rife 
^ كود خصم كوبون ^
✈️ تويو تو يو ✈️
M52 - XXX - Y2 - WW 
🚧 نمشي 🚧
ZMM - 7FF 
🛒 نون 🛒 
ZMM - 7FF 
🔵🔹♦️♦️ allbut ♦️♦️🔹🔵
💕 سيفي 💕 
1F - F7 
🗣 ستايلي 🗣 
7FF - XYZ123 
💟 فوغا كلوسيت فوقا 💟
KG - KG
Dying doorknobs",['1586311533101043713'],und,0,0,0,0,,
2862,False,1586311461831585793,1328823020484395014,Twitter for Android,2022-10-29T10:58:19.000Z,RT @ElevenElevenQts: I overthink because I overlove and overcare.,['1586311461831585793'],en,31,0,0,0,,
2863,False,1586311377135710209,947494726608945152,Twitter for iPhone,2022-10-29T10:57:59.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586311377135710209'],in,5323,0,0,0,,
2864,False,1586311349797195778,1227696724489252865,Twitter for Android,2022-10-29T10:57:52.000Z,RT @ElevenElevenQts: I overthink because I overlove and overcare.,['1586311349797195778'],en,31,0,0,0,,
2865,False,1586311322752278528,1544079586182447104,Twitter for Android,2022-10-29T10:57:46.000Z,RT @1982_official: i hate how i overthink everything.,['1586311322752278528'],en,144,0,0,0,,
2866,False,1586311293686120448,924142497705574401,Twitter Web App,2022-10-29T10:57:39.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586311293686120448'],in,5323,0,0,0,,
2867,False,1586311250966810629,387233492,Twitter for Android,2022-10-29T10:57:29.000Z,"RT @MzHammerhead: Ask questions.

Don't sit and wonder how they feel and overthink and drive yourself crazy and convince yourself of the wo…",['1586311250966810629'],en,1,0,0,0,,
2868,False,1586311250677420032,1160906863287787523,Twitter for iPhone,2022-10-29T10:57:29.000Z,RT @sadlifepost: I overthink because I notice everything,['1586311250677420032'],en,2,0,0,0,,
2869,False,1586311194033459200,1288244671936954369,Twitter Web App,2022-10-29T10:57:15.000Z,But then again we all did embarrassing stuff that was tame as what I mentioned so I guess it evens out? Maybe my mind is just making me overthink again cause I haven't slept yet-,['1586311194033459200'],en,0,1,1,0,,
2870,False,1586311153998647297,2237161328,Twitter for iPhone,2022-10-29T10:57:06.000Z,"RT @Axfyna: pernah dengar istilah “fake scenarios before bed?”

usually most of us akan imagine things/daydream before tidur, benda ni actu…",['1586311153998647297'],in,5323,0,0,0,,
2871,False,1586316121400958976,1546628910942588928,Twitter for Android,2022-10-29T11:16:50.000Z,"RT @PiNewsMedia: Positive people pray for each other, negative people hurt each other...

  Successful people understand the process, unsuc…",['1586316121400958976'],en,159,0,0,0,,
2872,False,1586316118452359168,1152498130245451776,Twitter Web App,2022-10-29T11:16:49.000Z,"RT @Mishthi99: Oyee, Happy Chhath Puja!! May festival bring every thing u wish for! Vaise Ankit Gupta is ruling ! #AnkitGupta lol channel d…",['1586316118452359168'],en,1,0,0,0,,
2873,False,1586316112727511041,1539618859417624577,Twitter Web App,2022-10-29T11:16:48.000Z,"RT @Podolyak_M: Do not panic. Just turn off cameras not only in Sevastopol, but everywhere else on the occupied territories. After ""negativ…",['1586316112727511041'],en,44,0,0,0,,
2874,False,1586316112072822784,1535163731730223104,Twitter for Android,2022-10-29T11:16:48.000Z,"RT @CoinDesk: The @BlockchainAssn asked a court for permission to file a friend-of-the-court brief in the SEC's case against Ripple, arguin…",['1586316112072822784'],en,23,0,0,0,,
2875,False,1586316108826451968,1291482568387223552,"Cheap Bots, Done Quick!",2022-10-29T11:16:47.000Z,Just because a nuclear technician is in Nihilist Family Therapy doesn’t make them a negative person.,['1586316108826451968'],en,0,0,0,0,,
2876,False,1586316094893080579,1496639521,Twitter for iPhone,2022-10-29T11:16:44.000Z,RT @thehuwedwards: For those who complain Brexit and its negative effects are being ignored - here's the excellent @BBCRosAtkins with some…,['1586316094893080579'],en,1561,0,0,0,,
2877,False,1586316094490365953,1526218648821518336,Twitter Web App,2022-10-29T11:16:43.000Z,RT @shiv459190: @Shehzada__Mkj__ Bro Don't Do this Aapke tweets Negative mai jayege aur Tagline Spam mai jayegi hope u please understand th…,['1586316094490365953'],en,3,0,0,0,,
2878,False,1586316091592101888,883360024021659648,Twitter for iPhone,2022-10-29T11:16:43.000Z,"RT @toadmeister: A study from Oxford, Edinburgh and Swansea universities has found the Pfizer and AstraZeneca vaccines have negative effect…",['1586316091592101888'],en,829,0,0,0,,
2879,False,1586316091105501184,3951418396,Twitter for iPhone,2022-10-29T11:16:43.000Z,"RT @toadmeister: A study from Oxford, Edinburgh and Swansea universities has found the Pfizer and AstraZeneca vaccines have negative effect…",['1586316091105501184'],en,829,0,0,0,,
2880,False,1586316089771819011,1295225380849307648,Twitter for Android,2022-10-29T11:16:42.000Z,"RT @toadmeister: A study from Oxford, Edinburgh and Swansea universities has found the Pfizer and AstraZeneca vaccines have negative effect…",['1586316089771819011'],en,829,0,0,0,,
2881,False,1586316089641684992,149522272,Twitter for iPad,2022-10-29T11:16:42.000Z,"@LawtonTri @JamillaHussain1 @Kit_Yates_Maths @IndependentSage Get well soon Jamilla x
Agree with Tom. I am aware of the anecdotals but haven’t seen anything systematic. If you test several times and over several days in your illness, I think unlikely covid if all negative. However there seems to be loads of other nasty viruses around.",['1586316089641684992'],en,0,0,0,0,,
2882,False,1586316087133876226,1392810089661173762,Twitter Web App,2022-10-29T11:16:42.000Z,"@JuddLegum The ""market"" only works when you properly cost in the waste. If the state fails to regulate the market through proper oversight and ensuring negative impacts are penalised, then the market will just do what it wants to make more profit..",['1586316087133876226'],en,0,0,0,0,,
2883,False,1586316082432086018,366991345,Twitter for Android,2022-10-29T11:16:41.000Z,RT @shiv459190: @Shehzada__Mkj__ Bro Don't Do this Aapke tweets Negative mai jayege aur Tagline Spam mai jayegi hope u please understand th…,['1586316082432086018'],en,3,0,0,0,,
2884,False,1586316082129666049,4889112477,Twitter Web App,2022-10-29T11:16:40.000Z,@Marina_Sirtis I'm so sad that you leave Twitter. I don't understand all these negative comments! But you should know that a huge number of people in the world love and appreciate you! And so am I! I wish you good luck and all the best! Live long and prosper!!! 💖💖💖🖖🖖🖖🌹🌹🌹,['1586316082129666049'],en,0,0,0,0,,
2885,False,1586316080720453632,1316720157159428096,Twitter for Android,2022-10-29T11:16:40.000Z,"RT @sagarcasm: Twitter employees, who posted negative things about Elon Musk a month ago https://t.co/x7UHNU38EE",['1586316080720453632'],en,1798,0,0,0,,
2886,False,1586316078988132353,1488852714,Twitter for Android,2022-10-29T11:16:40.000Z,@Glock_Topickz @lizzo I like this but people will always make something negative out of anything.,['1586316078988132353'],en,0,0,0,0,,
2887,False,1586316078732525568,1530179223805116416,Twitter for Android,2022-10-29T11:16:40.000Z,"A negative mind looks for ways. It can't be done.
JDJ10 HEARTBEAT RUBINA
#rubinadilaik",['1586316078732525568'],en,0,0,0,0,,
2888,False,1586316078296489988,2815517780,Twitter for iPhone,2022-10-29T11:16:40.000Z,"RT @tsholyground: Nobody is allowed to say anything negative about taylor swift anymore, I don’t care about respecting differing opinions a…",['1586316078296489988'],en,42,0,0,0,,
2889,False,1586316077960777729,1358771640,Twitter Web App,2022-10-29T11:16:39.000Z,RT @MoveMeQuotes: Break negative influences—not hard earned habits. https://t.co/5SZH02FmcY,['1586316077960777729'],en,44,0,0,0,,
2890,False,1586316074060242946,1510012906976460806,User Models,2022-10-29T11:16:39.000Z,"Since news of Weiner blowdwarf, Epstein-student sex slayings broke hearts
UK tax oath invalid: Justice Hallew receives negative response
GOP healthcare plan buried: O #modnargathsah",['1586316074060242946'],en,0,0,0,0,,
2891,False,1586316072374136832,3221103402,Twitter for iPhone,2022-10-29T11:16:38.000Z,RT @shiv459190: @Shehzada__Mkj__ Bro Don't Do this Aapke tweets Negative mai jayege aur Tagline Spam mai jayegi hope u please understand th…,['1586316072374136832'],en,3,0,0,0,,
2892,False,1586316071383879680,1431663049602056194,Twitter for Android,2022-10-29T11:16:38.000Z,"RT @bubblink_boost: ‼️ENGAGE BUBBLIES ‼️
Please like and comment! Tabunan negative comments!

🖇️https://t.co/aB7j86G0ey

#BelleMariano | #D…",['1586316071383879680'],en,10,0,0,0,,
2893,False,1586316069370793984,190811613,Twitter for iPhone,2022-10-29T11:16:37.000Z,"RT @Podolyak_M: Do not panic. Just turn off cameras not only in Sevastopol, but everywhere else on the occupied territories. After ""negativ…",['1586316069370793984'],en,44,0,0,0,,
2894,False,1586316055122788353,791844430890303488,Twitter for Android,2022-10-29T11:16:34.000Z,RT @TDSB_JH: Speak up. Speak out. Powerful video about the importance of calling out antisemitism wherever you see it and the negative impa…,['1586316055122788353'],en,5,0,0,0,,
2895,False,1586316053608546305,31561964,Twitter for Android,2022-10-29T11:16:34.000Z,@OrientOutlook @carolelangleyE4 I'm 0 from 3 watching us live this season. So keeping it negative with a 1-0 defeat,['1586316053608546305'],en,0,0,1,0,,
2896,False,1586316051503255552,1549791668781875201,Twitter for Android,2022-10-29T11:16:33.000Z,"RT @bubblink_boost: ‼️ENGAGE BUBBLIES ‼️
Please like and comment! Tabunan negative comments!

🖇️https://t.co/aB7j86G0ey

#BelleMariano | #D…",['1586316051503255552'],en,10,0,0,0,,
2897,False,1586316044154548224,863772798627532800,Twitter for Android,2022-10-29T11:16:31.000Z,"RT @MehmetEfe_Caman: A Turkish troll has called me ""Rum dölü"" (offspring of Greeks) in order to insult me. I don’t want to disappoint this…",['1586316044154548224'],en,66,0,0,0,,
2898,False,1586316041386221568,1350447870965530624,Twitter for Android,2022-10-29T11:16:31.000Z,"RT @avenger070: Once you replace negative thoughts with positive ones, you’ll start having positive results.
—Willie Nelson

JDJ10 HEARTBEA…",['1586316041386221568'],en,7,0,0,0,,
2899,False,1586316039675346945,1245842203592794114,Twitter for Android,2022-10-29T11:16:30.000Z,"RT @toadmeister: A study from Oxford, Edinburgh and Swansea universities has found the Pfizer and AstraZeneca vaccines have negative effect…",['1586316039675346945'],en,829,0,0,0,,
2900,False,1586316038093688832,1374179568987308034,Twitter Web App,2022-10-29T11:16:30.000Z,"@karlp88 @Fender Because Fender has gone INSANE!  They keep doing it even with ALL the negative comments here!
Suicide! Bye..Fender!..There's a not so new kid in town...G&amp;L Guitar Company!
Thanks Leo Fender for starting G&amp;L Guitars! No fucked up guitars! Only Quality!👍🏻😉👏💕",['1586316038093688832'],en,0,0,0,0,,
2901,False,1586316037967908864,2998977643,Twitter for Android,2022-10-29T11:16:30.000Z,RT @clarescastle: @penguinrandom The comments here are almost universally negative. He is little admired. It is something at least that pub…,['1586316037967908864'],en,21,0,0,0,,
2902,False,1586316028602351617,1347234521910030339,Twitter Web App,2022-10-29T11:16:28.000Z,"@DarrowNelson @worldpaulcarr @elonmusk @amasad He used no slurs, bad words, negative loaded ones, etc. But even that triggered you.. Are you about to announce you are heading the drivel, tribel, pukel or wokel or some app too??",['1586316028602351617'],en,0,0,0,0,,
2903,False,1586316026345496577,1113362784056619008,Twitter for Android,2022-10-29T11:16:27.000Z,"RT @sagarcasm: Twitter employees, who posted negative things about Elon Musk a month ago https://t.co/x7UHNU38EE",['1586316026345496577'],en,1798,0,0,0,,
2904,False,1586316014345560064,253414295,Twitter Web App,2022-10-29T11:16:24.000Z,@CaseyNewton Imagine it may be a difficult place to work for awhile. He must be furious he had to overpay for this company &amp; that is going to foster a negative attitude which will be difficult to not take with him into meetings with employees &amp; their managers. This reversal may reflect that.,['1586316014345560064'],en,0,0,0,0,,
2905,False,1586316011871019011,1193909098804318208,Twitter Web App,2022-10-29T11:16:24.000Z,"RT @MoghaluKingsley: akara in the rural areas, who keeps most of her cash under her pillow, be aided to come into the banking system under…",['1586316011871019011'],en,28,0,0,0,,
2906,False,1586316002794811392,1348425712005386241,Twitter for Android,2022-10-29T11:16:22.000Z,"@PandasAndVidya Becoming an E-Celeb, whether it's for positive or negative reasons, sounds like a nightmare",['1586316002794811392'],en,0,0,0,0,,
2907,False,1586316000382754817,1440090409082970118,Twitter for Android,2022-10-29T11:16:21.000Z,"@gpdkaluma We don't need independence,we need interdependence with our interests prioritized bt problem is as leaders n parents,we bring up society who only think of sex, infidelity,partying and classic maina to broadcast it every morning.. negative energy.
Losers",['1586316000382754817'],en,0,0,0,0,,
2908,False,1586315995249274882,1427763415582494725,Twitter for Android,2022-10-29T11:16:20.000Z,RT @thehuwedwards: For those who complain Brexit and its negative effects are being ignored - here's the excellent @BBCRosAtkins with some…,['1586315995249274882'],en,1561,0,0,0,,
2909,False,1586315994393362432,1422363131909709826,Twitter Web App,2022-10-29T11:16:20.000Z,@Lover_of_Shrek If this kind of negative thing is all you tweet. it’ll make you insufferable to be around,['1586315994393362432'],en,0,0,0,0,,
2910,False,1586315994082877441,1051603260451115011,Twitter for iPhone,2022-10-29T11:16:19.000Z,"RT @plussizeotd: disney has been been making movies for 85 years and during that, the only fat characters were villains or just straight up…",['1586315994082877441'],en,278,0,0,0,,
2911,False,1586315991834923008,1238171809138257920,Twitter for iPhone,2022-10-29T11:16:19.000Z,@MayoIsSpicyy Funny that nearly all negative comments to this are insults against you.,['1586315991834923008'],en,0,0,0,0,,
2912,False,1586315989334908928,1507669323791355906,Twitter for iPhone,2022-10-29T11:16:18.000Z,"RT @29FranceHERMAN: #callac 
#bzh
Quand notre argent sert à nous détruire, nous la France et les Français 
Quand la discrimination négative…",['1586315989334908928'],fr,22,0,0,0,,
2913,False,1586315988056043520,1300159385566666752,Twitter for Android,2022-10-29T11:16:18.000Z,@M18Snooker @hurricanehorton @anon_opin Your speaking I'll of ringos drumming without being informed with the intention of just posting something negative...shit posting. Pipe down.,['1586315988056043520'],en,0,0,0,0,,
2914,False,1586315983370997760,1519501434408124416,Twitter for iPhone,2022-10-29T11:16:17.000Z,"@Marina_Sirtis Yes, because FREE SPEECH is somehow a negative in a liberal’s life!",['1586315983370997760'],en,0,0,0,0,,
2915,False,1586315970041516032,151440091,Twitter for Android,2022-10-29T11:16:14.000Z,RT @N0tjodi: @theskindoctor13 @elonmusk Negative. It should be the best people for the job no matter what they look like or where they come…,['1586315970041516032'],en,26,0,0,0,,
2916,False,1586315967529095169,39415497,Twitter for iPhone,2022-10-29T11:16:13.000Z,Immunity should be read as “Likely negative effect on the economy if the person were to die” https://t.co/6l4Ox9MG1v,['1586315967529095169'],en,0,0,0,0,,
2917,False,1586315962592428034,1420502363555581955,Twitter for Android,2022-10-29T11:16:12.000Z,"RT @toadmeister: A study from Oxford, Edinburgh and Swansea universities has found the Pfizer and AstraZeneca vaccines have negative effect…",['1586315962592428034'],en,829,0,0,0,,
2918,False,1586315958637199360,1572073379737522176,Twitter for Android,2022-10-29T11:16:11.000Z,"RT @mkj_junagadh: Nothing positive comes from being negative all the time. Change your attitude!

TODH FT MUNAWAR POSTER OUT",['1586315958637199360'],en,13,0,0,0,,
2919,False,1586315955659210752,1414415530811822084,Twitter for iPhone,2022-10-29T11:16:10.000Z,"RT @bubblink_boost: ‼️ENGAGE BUBBLIES ‼️
Please like and comment! Tabunan negative comments!

🖇️https://t.co/aB7j86G0ey

#BelleMariano | #D…",['1586315955659210752'],en,10,0,0,0,,
2920,False,1586315953507225600,735977972352585728,Twitter Web App,2022-10-29T11:16:10.000Z,RT @thehuwedwards: For those who complain Brexit and its negative effects are being ignored - here's the excellent @BBCRosAtkins with some…,['1586315953507225600'],en,1561,0,0,0,,
2921,False,1586315949577498626,1469131157480648708,Twitter for iPhone,2022-10-29T11:16:09.000Z,RT @birdcoinerc: “Eagle’s use the negative energy of the storm to fly even higher”,['1586315949577498626'],en,2,0,0,0,,
2922,False,1586315943344369664,1542630477516771328,Twitter Web App,2022-10-29T11:16:07.000Z,"RT @Hyper2097: By hanging on to oldtive thoughts and emotions you are only harming yourself and attracting even more negative energy.
HYPER…",['1586315943344369664'],en,8,0,0,0,,
2923,False,1586315942711238657,1135170153493217280,Twitter Web App,2022-10-29T11:16:07.000Z,"RT @Podolyak_M: Do not panic. Just turn off cameras not only in Sevastopol, but everywhere else on the occupied territories. After ""negativ…",['1586315942711238657'],en,44,0,0,0,,
